filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized,dxt5
sna_face_cell_hi.bmp,50b81d4e7d9c9cc2317a292843c949e3b5937f67,338c3054183d9769813fb30ebe8f2fd87d3da121,true,ps2 textures\OPAQUE\same sha1,true,true,5,remarci_4x_extra_smooth,false,0,false,false
sna_face_dam_eye_ovl_alp.bmp,45c243774ee6203735eebd3649cc9d67a100ef1f,7843337a61e72f662600a6e39a83bc960d4730a8,true,ps2 textures\HAS ALPHA,false,true,5,remarci_4x,false,0,false,false
sna_face_ed_def.bmp,588cc45e1e856ec7e1648c6ef25aec28faa96ca2,d5285ddf3c53b77d9202e800d4718add6b09be5b,true,ps2 textures\OPAQUE,true,true,5,remarci_4x_extra_smooth,false,0,false,false
sna_face_vr_sta_ovl_alp.bmp,79c085e141fd25753e99ce80364df0dc434c286e,c3ddcb234a68f16012365b7d12d797a2fc7ff2be,true,ps2 textures\HAS ALPHA,false,true,5,remarci_4x,false,0,false,false
sna_flirt_tiger.bmp,0ffc21c9c48736e0cc080f1d693c6225fa4ef72d,1c046e60281e4d8f9f9b59de1d15eb094b55b487,true,ps2 textures\OPAQUE\same sha1,true,true,5,remarci_4x,false,0,false,false
sna_foot_naked_flirt.bmp,5006474baef90898cfd2ebc0b777d0c24e06df5b,dfa137a2d77c99dcbab3e43f1710da06625d88fc,true,ps2 textures\OPAQUE\same sha1,true,true,5,remarci_4x,false,0,false,false
sna_foot_naked_tor.bmp,be19cc1085727e506221a38db3444ae298f1cc4b,70367b8815e5577dd3c57d7b9abfc56d621daaa6,true,ps2 textures\OPAQUE\same sha1,true,true,5,remarci_4x,false,0,false,false
sna_foot_naked_tor.bmp_73f755c5eb2ba5efb9fbd155062db075,907381568422545eba7d7e17406fd02f0bc4a9e9,82fa61fc396bb54c1119adacff06448c8488bef7,true,ps2 textures\OPAQUE\same sha1,true,true,5,remarci_4x,false,0,false,false
sna_hair_back_ovl_alp.bmp,f5f045fd35593c0ecdc71dcdcc12ef2968a0292c,fb6f348557d877fb5b048eb14d87cd59d036b80e,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared,false,true,5,remarci_4x,false,0,false,false
sna_suit_tears.bmp,c53172fad4a3a642e20323950b2550ca610e7518,3842948637576a86772fd80b4439b6ae927b4a26,true,ps2 textures\OPAQUE\same sha1,true,true,5,remarci_4x_extra_smooth,false,0,false,false
sna_suit_tears_sub_ovl_alp.bmp,5f06c60d4697105ce00b34ac334d00b299af2000,7e28dbbc1d2ffd433cf65abfd5810215bd27a58f,false,ps2 textures\HAS ALPHA\same sha1\no_mip_fixes,false,true,5,remarci_4x,false,0,false,false
sna_tears_ovl_alp.bmp,29c50f8b484d3cb8dbd68874e06b6977b2322464,f241a2d9f7a5cbce79a3b77b87261c6df0bd753c,true,ps2 textures\HAS ALPHA\same sha1,false,true,5,remarci_4x,false,0,false,false
u06_3.bmp,e9937c83656983c2fd267c284a1c50213940331d,43ecdc3bd59fb5b2be1b4fea087de0fc4ef3e563,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false,false
u06_4.bmp,012a277fc37310944e7dc3824999f4cb4c2b70c2,ed1c9061c08e8271972834f44b5d95bc51afd71e,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false,false
