filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
00005011.img,17e89c290bf86c31c76b2a1582de3d6708aa19f2,e7addc8267cbb200761348d67f14e7c134c2c543,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0000719c,7a2e0698c879f7f23882c9c69695798f591c5e3b,14a78e3f7d2adef5b949bf3da09c2d031dbfb2c1,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0000c6fa,2fa9983dd713c9aa4e5161246c7d8183cb0e38f5,7633f6150cd37920eb5beffbc58ee0c8a7853c95,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
00011816,bab3317ec4f1d21b7cfcd2053c02d60bb1048b33,1e8f86cf8c7fc8c729558c190e53ef0ed306871d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0001435e,67e338ad3c9d7e0417a1af6ef5e16197c84de3ca,b910f7c1a579dc873d3258d1dc6aff278d406f25,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
00014362,5df9c113a11c5fe3b4c65694f9a0073a491453e3,41cfba06b257f541f2d88a87f23e7510c11fc98a,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
00014366,20f72ca96bf2c9705a9c1d5c3ed1637eeecbe8af,b06a027b48f813bb62cafc82ba48f2ca6bb5fe72,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0001436a,74d4b1d8fa4d0dacd94d97ecd9e1f7d3f1aedd37,671dfa78329dd1e0af2c2c758085247bee2916f3,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
00014fef,cd06656ae13d02611b26917475929ad38d4e8527,bcabdfe1667ab685fb5963905287f70c944c6c5d,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,true,4,false
000237d1,3b30f1d9b1b074537026fdcff04d874480050c10,b6f51dbf76aba93f5e3fb0a5e8eb61ad217fd0cb,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0002a890,7eec7f5d57750f8bf4c1d56867cc6b4605682ec3,de6c0b7dd0b4250fa387f762ba885379a64e46eb,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0002bdfa,25c26e63e4a14437dcad7d8e3559c6aa5f2622eb,b9830601cab31720d2db5930e642aeccd1b2dbd1,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0002c24e,9f013704e5c4e554c11a81f0a1949d95efcee9f9,c6a7de380ba419b7f8cb11e986da9fe9884e340e,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,true,4,false
0002f937,61332d5a80fc58618e13aff00eab2e747a7a93fc,9e76a1f19b7d0e421c7c3fd48ed2d12d3f830368,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,true,4,false
00030da5,58f82966748daf314c11b61b1ef8e80cac70b6f4,2ce3187c286b82d326a927ea02668d2786eea9c9,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,true,4,false
