filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,non_upscaled_version,ctxr3_converted,npot_resized,dxt5
0033d271,5115f19290f98985e9755b6cfbe767cc59c5362b,12c30b28f2f45ed15dd248d59b5bc8fadcf0e83e,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d272,3fa8e48b3dae3f2241716cd3f394cce571764a14,b52a0e2936e8b9a95914aa4f4d251459a056c2c0,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d273,f478be969bc6d8db132089663a4e1c74f741c997,38f6fff83d8e229ee52e5ba8904094cbc6fcf0b7,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d274,195d97ded2aa06c984deb9eda082b39a09325e1b,95db2811ab7049e264997c39ba72934ff388d888,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d275,2e9ba0817965770e59ca4798500e10f8d1912a5e,1b3c8b923335feeb8f9ee7f57aa5a6ca1cb9cffc,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d277,b18828494d941dcac07616b2e10e3ed98b089fde,af77e4cc5b6dfb175eba9423ea6a1cc0faa3d1df,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d279,02d6445fe228e8b538f3b4ff66636c5e88e6d995,61a3167d76a52678265959e58551042c16cfd90c,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d290,06ec7bd8ad57c5b0da909eb0490b1e2b52664fbc,735420a50395d48c9ab61b7214468439a0bec6bc,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d294,daa0a31afbe34f3899677fa1f1fefb3bfa5213b4,47ddacba36e3168e576a2c06debcdce5c7da97f4,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d296,a965e0e4bd648f10e5715b3abc6635bcd802d627,254a421d3b9e96256270239757c804367865c7c4,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d297,f26687dd643bb42a7775bd9070b9cd6f3eda7c4c,120cbb6c5f76258f39525cda5c214d04597207b2,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2b1,c8c751ca8ac760c5a44db4a6a3eac8a6231f2f01,1223b260be0505dd78f61a18b1cdca7fe9d8aa22,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2b2,5f90124fe167b0d2f5805d2d81d5312a00dffb27,d614587fae673361a5ccefff25e9556f38e20a4e,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2b3,f9e65a8762bb6df8ff717977d3d86ca0526a71b1,b31d039a9c138dc2432e54fbaeba04a612c4e23b,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2b4,34696023d77af4851a3f9d3b2bbb4d5204c5d703,33df549a48a7244a9855a2dc907c129cd45e39c9,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2b5,5fe509ab4ccaffc5fe646d830b88c043fd7b9e79,8287370f208f7630bd0383ef27c7ca3a99c5595c,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2b6,b30cf4c4dbb31bf4a1c7a2dcbf87a7ed6c3d878d,4f2bc3b76391409258fff88bf08fa01066f2f8cb,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2b8,e4a4f923c300a5d2b786bfe4f82ab0de73219084,f312f97f266b50497cd323ed6f9dc52efb80c62e,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2b9,bb411fd1c4d5a7ff04b391738b83d84e9830cdcb,d4b408dab1c143c3b2735f1a732ded9907a71915,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d0,c7dd0fae7fc2a6a46ff9b97b3749f6f079ba3edb,69ca0c8c6e9705071143dbc5391118a442471d8e,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d1,ab150eae6f1e26d60360a1d3c7e44aa11a4a0e06,2bde9ef7adb038f969cec5f1f52c55412a9f094d,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d3,61fa776444ab4f8fccdfea9f3152a9a4ffe347d9,d1ce90f2bc6341cd04a8bd3c6dc5b36722e57e35,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d4,d6083c3544a324f3b8d67961568c464e9e219a7c,b65adc2e3df53eb75790879864288173c8247062,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d5,0adbf6d0ae76608928e60a805ad4ddf5485e586f,2d4ece631bd8daa5fa532bb56e35234cd77ea817,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d6,2eb7a50b781a8e6cacb8372839fcb68f95c11218,70defdb9d8cce8bf2ae985e7de0fc249f619e5d6,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d7,d5b45423fc884f55b4f79275d9a194dba6ed6f1e,8e44f68345ede9bed9ba2f1ff33b0530b120449e,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d8,af7efbb61ca1b6427e7b9ca791ad7e43b9715666,26a5be3c79474e64090c7548e400f9fca95223ee,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2d9,25e44fd20c7130ee96a8f4dfdf0850e5a7f7f7a7,12b5d5e9bc6b1d01402fc700980bcf21cb524528,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f0,e0b3d8b376f69f052012570231552cfca477848d,908cc324a0fa56a0749ad85d857e88c608ad86b2,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f1,93be1895907b0f92a22d9d1d985c9d69e32a5c6a,720a12b44a9c7da4860dfaf3ae9b3fc37206cce9,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f3,6e81574c29b42627a3ed841ab31bf5a2fa62d425,adf5c55b9ca806739941a08c912933ca46b61d0d,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f4,88948b418c2efd4ccaebeb66bd924e4948cc165b,b8b5afe8ddcfed7c4f76741cefb711ea25e5b52f,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f5,ba330a9927d7f4fe8a273215ac258e6b19c2b03b,28bc418bbc36b97091516e07807e114cc9472ec0,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f6,b6ce8e1f4a414b0af624e9394b819354ab150120,1169de0ba052c120fb6dbe6054b668500f515cc5,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f7,20cf4ea7f837d614616c51f1af1f79c8df59ff83,f4f0c9684df4e9bfdc23e485fb49fd3eb5792abc,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f8,2e6eb0d925aac346f1a5062ca408cd86b4c98262,6f84ba0c076f5d721f3516499a7595683dfb5655,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d2f9,928e2b1e47097d94a66a40df7e30dc7d8261f980,4c4276c3476ba80e689987f6b7e701111f67f52f,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d310,6dd82bca0251c6397c91c98b8167a774a5356bc6,20dd80cb6256460a4e70aafba16ca15811e6378b,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d311,a1b79326869dbb153ae303eba66ff2e0d05ba22c,a14b0e7a664c6d82d6f85953164dc61f7d0cecca,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d312,65db908bf66403cd687fd686180c99638e88ed86,eddea6829c098c4dc679a541ffc12a9d50c79c11,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d313,6103396b8d955a26b7a3f00d3138671309491604,41a5dea0292ffbf01cedae1c6d80db5222b88feb,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d314,77efcee24f88eaaba141ca99f4ac84ff7d4bffdf,0683fecde0a9d047f3a1d4a7c2fb450b23313a91,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d315,0dc3d4189adef8496a2c4ca8c62e0f295491d34e,e94c302049105fbf64b5df5af676bbb9ff567ec0,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d316,846412731f8ab430538b3861403115db3bb61214,f9b3b09d946ff35b2841a3768614448c0e8040ca,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d317,18f7836ba21ba1e1234b52f295b616e6c04d4d5e,eb9e004a17bc4ecb02dd698069fa85cfdeddcdf8,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d318,3dd36e4b4a61a74d180a839f4165f81ed4880736,a1fccac84494eb7b4324267a4c3392e39d6cacc4,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d330,18ecec7f2ed3de3ee6851edfd1d57fdb7805c648,653a1446479c311b702d11cfe5e048239e0b4d9f,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033d331,3b5adadc68acafc8e44c865f45cc9933b4637d27,559f08e400270c51d24e15662970dbee1e3a68f2,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0033dbe9,dc3ce45cc3c5cf4274cdb8504a23be3d05ce3d4a,21d0abfaccaf766f8863823fd8ce88e83ce02432,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033dbe9_e2f15027570cf3cdb8ebc2e7446a231a,990a26572ac5ed195fd3dae1d853d347c9e09a02,dd3fde5d9dc8f440da68d7ee0f6c3cb55a429e13,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033dc69,8e884fb3539ee16b27379396f512d1334d121209,fae1e5f9cc5bfd686007873c68801aa3235063f1,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033dce9,79997f599a7a0c1386b6db8ca4973f0b93caa657,ddc4f189de305eb1c563b7114765b4fee86bdf36,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033dd69,93313abf269ed003afa626112515abbb8ebf9c85,4ad24398c0866932d1319de8cb05537b41dbdd8d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033dde9,674e8dd6722b8dd1f42c8e48ec52f4b8c7743792,5a18e8b141363148795edcb2808a6e2b90a8ae98,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033ebe9,fbfe7f57edee782078831d00b132fc5c679fef37,4b2e4f5218c90b06a3408cd9af6f3ad0b0d7dc83,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033ebe9_74455759f8c34556343a33b4c26a1fbb,bb52c4e1bf9b0a15e11018c2ef26fca094d823f8,6cdc68ff1fc0d6ce1e42731943e2adfd8e94a24d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033ec69,049706d13ba6641768364f3339856d149b286442,baa0fb25df4876e57fb0a2276e35c41a669c1f11,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033ece9,9f6c48a5e8f8e9d91714e5780866b79bac8f0ae0,cec0feaf48c073fd2e58b6b71e44138ffb385218,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033fbe9,9bd66a1cc6c873df0255f1d35797efb3535d79c5,7b588e1a64392f0818a1c8a15a4209d836b596ad,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033fbe9_e30818ab79e34d6e32dee54983d1463f,a12466fa9e9acd519161d9339c4b80749deab144,4daf1e465fbf9ab81d32bd43644d8db2ea67098f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033fc69,92c35ca2db8bc6681183b1a19d68dc045c09a717,c123adf35ac4f6bf9786847cd552affff4365a09,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033fc69_3321c5f2479e09d0a10035b6153ced86,2b26c2e8219c35bdc38a3a539175fc5883e1b52e,e6014f7ce3fe2728b27c772a1cd43a46f7463e90,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033fce9,b08eb01d942b763a926425fb35a6aa3ba8d39277,275a9bdfcf6b8786066bffa65dec63743252bd49,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0033fd69,f18bc66ba78994951ea83c86933aa5a247168352,074efea723674c08583f0b08e4e3a54f3a3646ab,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00342f5b,c070d8a35217433d8f5f1903fd2dae10e7e9717b,d680e099eb5692ddc217ffc69b6d7ce79355ccb6,true,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false,false
00346be9,cae1fdf6112732cc6f191cadc54231742a0dac32,6b3b3dc17eda2fe4a61b4bc95272b33fb9200e10,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00346c69,39a0e6dd7d0bcce24d3a01556c8e26d90f69ef61,f2c13078c2af17e6f939242981eb2f084328b516,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00346ce9,f711aa7ecc77d71fa19259cca758f41dc0dd119b,5ae8c5ae3e7ef954a1d53bb8c706ba9d41e60186,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00346d69,51e3f9e675af6059af74ba6bb198be373d5cffc9,8311b3f49ff358481c3c654bb5fd3e346774d284,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00346de9,28a1bd0826d400d3aec051f97f21f0c3f1514915,f934877656d64406c6e7a5d91784a0e177fc9457,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00346e69,5bca06508089d56b234dd1794a6152e30daf8ea4,65b54ae4bca7ac39f2664eafedb4e3d3d5f98c9f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00346ee9,af7fe6f015c9e25d12f958549f9c670cc8b5482a,8921daa996b09b37396f64c61a3b547e267cdce3,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00347be9,0aa2dafdb6957a5b7c5eca27a7f09a4ff5dcb9e3,2d08a0b7f9d4af06f7af4c9d3cea6f809feaa886,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00347c69,0f14493e8e28c42673110818b1928869624a9093,abf38d5a8cb6aa17a74f2e27b751c7ac9bdc0e36,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00348890,e1d911e789bd8a11c88472427d5fd2ce9e3c6a0f,67b669f5c39e29e7a4575c520bb2e961c77289d3,true,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false,false
00348be9,1c58c0fadbc8b13ab8973a641ab583db585104ca,bc521acc1915358d406a1c4249f8bb85f928624a,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00348c69,c7788cdc5a11c27428b65c280d6f0942a80e6d3d,6cfc41bc0a58b07ba32bebdca51a0bf7bfc2fba8,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00348ce9,1ed7a873ae2f885be8c8cf009bf6639044d0a02c,a8cf2fee14ebfad1667f5d66cd8c5bdeea0a1ab1,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00349be9,1a0b0104ecfdb2c6b448a3f201ba1c3a9b32cba4,00694f88013ad788991ac7340928d8b3ef2e7dc1,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00349c69,2fc381a834354d72649a83cc6a2256db1cd66952,b5605be985ad0aff0cb6aae3e0a12035cbaf4b51,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00349ce9,4171fe17b1234ad5af570bf59b051a13203e7256,b4e0ebfb50ad3cd95be09703174c05afc9cc2a81,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034abe9,4097be11e2dc7b124c37031031c9c93b36630aca,3e8496ce6299155026870b48096f8d956c60c013,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034ac69,df9c93048e856595fedc8fbe5bb2297e837a5dcb,2117684f0a1b500378c12d20a72187a2da721ef9,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034ace9,ceaef7158bbca0005c2095c751b46680385a830a,73d989f9c95323b84b4fa5f6aaeb6d47bf2d32ce,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034ad69,ce989a5c7cbe33ebd346139866f30f6543b0b5e8,705959c1148952e9a150790607e5fc6f80bddf68,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034ade9,0455e6254ac55b905a413f9269a24488fd632767,ab88da7cba10b25b74f7947c6880733ac181c332,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034bbe9,7e47d83136bf21488b8937a4fc5eb59cc78e60a9,54e14a1e29bf6d504051f47cb29de072c42387d3,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034bc69,50c4cf9a6316495a6ccfe629a32234e5372c1eb8,6414ca58e79c7db2c32b4ef5088fe8ccb07ba2e9,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034bc6d,d80d383f7d6015b990c8fd8fd196bf94c384f4c0,dd23e4bc1060624d8408ae96bb776ebfad4aad26,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034bde9,ea9cb1d062ee8aa10dd84a73b9c0b363e28ca742,0d18e470107953253083e99c6c86fbb3c0cb23ae,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034be69,d0e856319cf803add17b049efb1800c0811957e6,441f5bb8bba0efd9ae5e1c758a131f6f7c8b5761,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034ca32,234b23b1c5f95d994b5dc1d48d44477d16c3c032,c6e577f991e63a5f8b034c85b2dc08d2db6aceb2,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034cbe9,f93027ea3ba859db6fcc42896d1e1c5b335f3def,d05e1e37f0a5d0a07f8eb2c0567039ca05ef0ec2,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034cc69,89be1ab729cea944bf18e4c40da537bef6b2ca76,474d5cbb41dd76ca83dce60bb575816144e1a345,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034cce9,37d114300c60da8df51bb49b36c3bca5cf177ed5,2159f16971e409fd4ffe0a7d72e90a5ba4ad0331,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034cd69,ddb840ef0401e3a815f6f613e171d523d717afee,608e79e436066f7aa146f2cc008f84261a4e2fbd,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034cde9,e2b0d4c0eb1625ac209f23499106f6a0e86f5bb6,d903bc562bce6ecafea3230d9d0d4bda2bc0ef6e,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034ce69,a4cb4a5162e8ee6b0591a46ebbe2d7746db6a2d1,b3f82a1e056f8362de3732ba36f523d5794e1ed1,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034dbe9,5e80139e2a833cdebbe8f0eb103f333a2425cef4,2a4d76b036ee7888a85ea127c6f662dc52a80649,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034dc69,6474a09814c6c3b49ba0c02928c2d4830a18299a,377b4b44bd4f259ccab07b886e50743525001306,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034dce9,6959594b168d5d9e27f1c0fad4534e7736c1475d,8c7ac806c0a618abb5d44011e8ecbd9ecbe06c0d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034dd69,cebe2ca1c627966e8a059c5ac2415a4fa86f2716,206e8e2165123e591943965199844f045f4b8beb,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034dde9,1984b361340c6ae182ddc8877ee51b00c384074c,e71138ae87dba096da86aa064eb80543acd832a2,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034df8e,ea25755326cde1910347b251e6acd9ac2848f820,700d09381509a8b017167b2e8ee97a2b72fd1c0c,true,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,true,5,remarci_4x,0,false,false,false
0034ebe9,f165270d0e2b2fdd0455c97afda23799d674b2d5,3ac9197c26d66da8d437c6aa0b28853007e60045,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034fbe9,9c2e33a611bf300fab54571d73709b88d976deb3,414b848c0c41bf751a27c13aefa1c9745515213b,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034fc69,263a6cd64566c9eb3b95aa7f956e0f8d3b75abc3,16d77334df3739d976d4b86a0399d615e75fbb6c,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034fce9,cef1b151a1a4490838d133c35edfd55bcd4ff020,a47d40ba4961a7bcf3cc641389345dd31e96433f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0034fd69,775a6e5d5fee5551d4f7488734e64dce524d2dd7,a44c24368bb6dc78c3a260a5e2118b00d7d3c827,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0035095c,9cbba632d55c37245eca54ead91ab29635d67200,cb1b2a45299de49fcf9b7559f541859d440a0253,true,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false,false
00354e27,62e4779de6da0b6559da4c4f135f8ef4807ed592,414dd4508eef34f487d4412824983ecad723d5eb,true,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false,false
00354e2b,2448b530d3deb4d0bd2ee9f9897ae163caebba5d,51e0a02ee74cd6b5045638a0ca32b2abe82da1d5,true,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false,false
00354e2f,c20d844e87f8ae8d09a0df3c29258ecf496f41a2,ba71ce3c26f80a6c935ac7f9bcbfdd63ba86cd4f,true,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false,false
00356be9,ed0cfef79edc9c2be992e5a804cd8a4dd39c1e46,7f9d137bb125c8a2f67bf7506d0bd6670cbd6216,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00357be9,5da52fb559a94e09fcf862408505fed2126003f3,8f27fb0c4351c65f0fcec0f42e0a6f501a6af4fa,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00357be9_1409304ce76718d9a5126ad56628869a,c355cee4cf6a90aee59fe418929db921778dcd86,75a71c02944357a15de71c53b0813df478c7728a,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00357c69,b4b7ad2ddb02a13ef76f9f08934528f89a85fd9a,afcd72bba09e9e1749de636d92e0f3dd908d2b19,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00357ce9,0344e660f278370442b914c33f7e3780761144eb,5f2f8fd3d0951415dba13544a0a454949f5900f4,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00358be9,6b927bba7977fa3c6b2fabb0ac91cf617470a111,6bbf7387bc7643ff3bd2788136b00d638926b6ce,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
00358c69,c49c5c5d1e8ef9e9e6713ec97028f06ccbe29457,6f8df7dde4d54bd625d92ceef9746a011a37daa4,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0035bc69,c3711a485efeeeb80f185b98db9eb7568e7310bf,4a5ea8d871d291b28eb4844873cafe645cf03316,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
0035cada,2fdacf0fb84304267bffe44aca5d10fcec651385,597b241129b4c466f4a820f5fbf9a7c4cafe10ed,false,ps2 textures\opaque\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false,false
0035cbe9,21b1a72104f80e1d2acbb4d4157100689f89dca0,dad5dceeec93794fc62d76b2519cbe1b91772ec0,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none,5,true,false,false
